video,label
dataset_root/hmdb51/kiss/TVs_Best_Kisses_Top_50-_(40_to_31)_kiss_u_nm_np2_le_goo_7.mp4,204
dataset_root/hmdb51/shoot_gun/Hip_Firing_the_SAW_shoot_gun_u_cm_np1_ba_med_1.mp4,217
dataset_root/hmdb51/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_ba_bad_7.mp4,185
dataset_root/hmdb51/climb_stairs/Micah_Lacerte_Running_Stairs___Great_cardio_for_fat_loss_climb_stairs_f_cm_np1_fr_med_2.mp4,201
dataset_root/hmdb51/pushup/push-up_or_shut_up_(MLE)_pushup_f_cm_np1_le_med_2.mp4,196
dataset_root/hmdb51/shoot_gun/GLOCK17_shoot_gun_f_nm_np1_fr_med_4.mp4,217
dataset_root/hmdb51/pour/How_To_Pour_Ice_Tea_pour_u_nm_np1_fr_med_2.mp4,195
dataset_root/hmdb51/swing_baseball/Tannerafterwecorrected_swing_baseball_f_cm_np1_fr_bad_0.mp4,187
dataset_root/hmdb51/walk/StrangerThanFiction_walk_f_nm_np1_fr_med_1.mp4,181
dataset_root/hmdb51/drink/TheBoondockSaints_drink_u_cm_np1_fr_med_115.mp4,213
dataset_root/hmdb51/punch/TrumanShow_punch_u_cm_np1_ba_bad_30.mp4,223
dataset_root/hmdb51/kick/CharlieAndTheChocolateFactory_kick_f_nm_np1_ri_med_19.mp4,185
dataset_root/hmdb51/shoot_ball/ImprovingBasketballSkills-BasketballNBA3-PointShots_shoot_ball_f_nm_np1_ri_med_2.mp4,175
dataset_root/hmdb51/pick/Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0.mp4,174
dataset_root/hmdb51/kiss/Hangingbyamomentfavoritekisses_kiss_u_cm_np2_ri_med_1.mp4,204
dataset_root/hmdb51/fall_floor/Pirates_6_fall_floor_f_cm_np1_fr_bad_5.mp4,218
dataset_root/hmdb51/cartwheel/Gymnastics_-_How_to_Do_a_Perfect_Cartwheel_cartwheel_f_cm_np1_le_med_1.mp4,214
dataset_root/hmdb51/walk/Crash_walk_u_nm_np1_fr_bad_9.mp4,181
dataset_root/hmdb51/fall_floor/Glory_fall_floor_u_cm_np1_fr_med_55.mp4,218
dataset_root/hmdb51/stand/DONNIE_DARKO_stand_f_nm_np1_ri_med_2.mp4,208
dataset_root/hmdb51/talk/jonhs_netfreemovies_holygrail_talk_h_nm_np1_fr_goo_13.mp4,202
dataset_root/hmdb51/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3.mp4,216
dataset_root/hmdb51/turn/21_turn_h_nm_np1_fr_goo_14.mp4,191
dataset_root/hmdb51/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_7.mp4,188
dataset_root/hmdb51/shoot_bow/6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_3.mp4,189
dataset_root/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ri_med_5.mp4,224
dataset_root/hmdb51/pushup/Angela_pushup_u_cm_np1_le_med_2.mp4,196
dataset_root/hmdb51/shoot_gun/FirearmsTraining_shoot_gun_f_cm_np1_ri_med_1.mp4,217
dataset_root/hmdb51/swing_baseball/practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_2.mp4,187
dataset_root/hmdb51/dive/BASE_Jumping_Compilation_-_Brilliant_dive_u_cm_np1_ba_bad_4.mp4,200
dataset_root/hmdb51/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_1.mp4,176
dataset_root/hmdb51/eat/TheBoondockSaints_eat_u_nm_np1_fr_goo_47.mp4,220
dataset_root/hmdb51/cartwheel/How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_2.mp4,214
dataset_root/hmdb51/chew/Vid_Request-_Me_Blowing_Bubbles_-P_chew_h_nm_np1_fr_med_2.mp4,205
dataset_root/hmdb51/walk/TheLastManOnearth_walk_f_nm_np1_fr_med_21.mp4,181
dataset_root/hmdb51/dribble/Basketball_Training-_Amazing_3_ball_and_4_ball_dribbling_dribble_f_cm_np1_le_med_3.mp4,211
dataset_root/hmdb51/wave/Maddin_winkt_wave_h_cm_np1_le_med_0.mp4,210
dataset_root/hmdb51/shoot_gun/MeShootin2_shoot_gun_u_nm_np1_ri_med_0.mp4,217
dataset_root/hmdb51/swing_baseball/Hittingadouble(BXbaseball)_swing_baseball_f_nm_np1_ba_bad_3.mp4,187
dataset_root/hmdb51/hit/Schnaaper_Crew__Eisbaden_(2007)_hit_f_cm_np1_le_bad_3.mp4,197
dataset_root/hmdb51/walk/BeforeNightFalls_walk_f_cm_np1_le_med_2.mp4,181
dataset_root/hmdb51/shoot_bow/ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_1.mp4,189
dataset_root/hmdb51/kiss/Moviekissmontage_kiss_u_cm_np2_le_med_3.mp4,204
dataset_root/hmdb51/sword_exercise/Kendo_Basics_sword_exercise_u_cm_np1_fr_bad_1.mp4,180
dataset_root/hmdb51/climb/Kletter-WM_2005-_Bouldern_Finale_Damen__Vera_Kotasova_(CZE)_climb_f_cm_np1_ba_med_0.mp4,194
dataset_root/hmdb51/pick/Pilzesuchen_pick_f_cm_np1_fr_med_0.mp4,174
dataset_root/hmdb51/turn/A_Beautiful_Mind_1_turn_h_nm_np1_ri_goo_7.mp4,191
dataset_root/hmdb51/handstand/100_Second_Handstand_handstand_f_nm_np1_ba_bad_0.mp4,209
dataset_root/hmdb51/dive/Der_K_pfer_dive_f_cm_np1_le_bad_0.mp4,200
dataset_root/hmdb51/chew/How_to_Do_Basic_Mime_Skills_-_How_to_Mime_Chewing_Gum_chew_h_cm_np1_fr_med_0.mp4,205
dataset_root/hmdb51/situp/Tiger_Abs_-_Triple_Sit_Ups_situp_f_nm_np1_le_goo_1.mp4,206
dataset_root/hmdb51/somersault/Gymnastics_Parkour_diving_somersault_f_nm_np1_ba_bad_0.mp4,179
dataset_root/hmdb51/dive/Bridge_diving_in_Mostar_dive_f_cm_np2_fr_bad_4.mp4,200
dataset_root/hmdb51/laugh/laugh__about_skype_laughter_chain_laugh_u_nm_np2_fr_med_2.mp4,215
dataset_root/hmdb51/dribble/PlayingBasketballGotWater_dribble_f_nm_np1_fr_med_5.mp4,211
dataset_root/hmdb51/brush_hair/Blonde_being_brushed_brush_hair_u_cm_np2_ri_med_1.mp4,216
dataset_root/hmdb51/stand/SweeneyTodd_stand_f_nm_np1_le_med_28.mp4,208
dataset_root/hmdb51/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_1.mp4,216
dataset_root/hmdb51/shake_hands/Patricia_Arquette_on_Letterman_2007_shake_hands_f_cm_np2_le_med_0.mp4,192
dataset_root/hmdb51/walk/TheLastManOnearth_walk_f_nm_np1_ba_med_19.mp4,181
dataset_root/hmdb51/shoot_gun/Italian_Job_2_shoot_gun_u_nm_np1_ri_med_1.mp4,217
dataset_root/hmdb51/sit/Crash_sit_u_nm_np1_le_goo_26.mp4,182
dataset_root/hmdb51/sword/Stage_Combat_4_-_Sword_Fight_sword_f_cm_np2_le_bad_1.mp4,221
dataset_root/hmdb51/clap/The_Slow_Clap_clap_u_cm_np1_fr_med_4.mp4,219
dataset_root/hmdb51/jump/KUNG_FU_HUSTLE_jump_f_cm_np1_le_bad_57.mp4,188
dataset_root/hmdb51/clap/Boom__Snap__Clap!_(Challenge)_clap_u_nm_np1_fr_med_0.mp4,219
dataset_root/hmdb51/pushup/Exercise_Clip_-_Push-up_Improvement_with_SGT_Ken_pushup_f_cm_np1_fr_med_0.mp4,196
dataset_root/hmdb51/pushup/push-up_or_shut_up_(IXK)_pushup_f_cm_np1_le_med_1.mp4,196
dataset_root/hmdb51/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1.mp4,216
dataset_root/hmdb51/sword/Medieval_Times_Knights_Battle_Sword_Fight_sword_f_cm_np2_ri_med_4.mp4,221
dataset_root/hmdb51/catch/Torwarttraining_catch_f_cm_np1_ba_bad_9.mp4,176
dataset_root/hmdb51/kiss/5GreatHollywoodKisses_kiss_h_cm_np2_ri_goo_1.mp4,204
dataset_root/hmdb51/jump/Le_Parkour_TVCA_esporte_jump_f_cm_np1_le_bad_2.mp4,188
dataset_root/hmdb51/walk/happy_go_lovely_walk_f_cm_np1_fr_med_13.mp4,181
dataset_root/hmdb51/ride_bike/Yorki_Kassy_beim_Fahrrad_fahren_ride_bike_f_cm_np1_le_med_0.mp4,178
dataset_root/hmdb51/shake_hands/2008-2009_Folk_Song_Singing_Competition_Prize_Giving_Ceremony_shake_hands_f_cm_np2_ba_bad_1.mp4,192
dataset_root/hmdb51/situp/situps_situp_f_nm_np1_ri_med_3.mp4,206
dataset_root/hmdb51/jump/le_parkour_kl_jump_l_nm_np1_ri_bad_0.mp4,188
dataset_root/hmdb51/wave/prelinger_LetsBeGo1953_wave_u_cm_np10_ba_med_3.mp4,210
dataset_root/hmdb51/pour/Intro_to_Bartending_-_Lesson_2-Highball_Drinks_pour_u_nm_np1_ri_med_1.mp4,195
dataset_root/hmdb51/flic_flac/17flaks_flic_flac_f_cm_np1_fr_med_0.mp4,224
dataset_root/hmdb51/clap/Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_clap_u_cm_np1_fr_med_5.mp4,219
dataset_root/hmdb51/golf/Huge_Drive!_Please_Rate_It_golf_f_cm_np1_ri_goo_0.mp4,207
dataset_root/hmdb51/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_u_cm_np2_fr_med_7.mp4,219
dataset_root/hmdb51/flic_flac/Simon_Bodenturnen_flic_flac_f_cm_np1_fr_med_3.mp4,224
dataset_root/hmdb51/kiss/5GreatHollywoodKisses_kiss_h_nm_np2_ri_goo_0.mp4,204
dataset_root/hmdb51/sit/AmericanGangster_sit_f_cm_np1_le_med_43.mp4,182
dataset_root/hmdb51/somersault/DSHS_Pflicht_Bodenturnen_BAS_1_Bachelor_Spoho_somersault_f_cm_np1_le_med_2.mp4,179
dataset_root/hmdb51/sit/American_History_X_sit_u_cm_np1_fr_med_6.mp4,182
dataset_root/hmdb51/pick/americanthrift1_pick_u_cm_np1_fr_med_1.mp4,174
dataset_root/hmdb51/golf/Evian_Masters_Junior_Cup_Highlights_2009_golf_f_nm_np1_ba_goo_2.mp4,207
dataset_root/hmdb51/fall_floor/KUNG_FU_HUSTLE_fall_floor_f_cm_np1_ba_bad_20.mp4,218
dataset_root/hmdb51/sword_exercise/japanese_sword_action_basic_swing_sword_exercise_u_cm_np1_le_med_0.mp4,180
dataset_root/hmdb51/walk/Sixthsense_walk_f_nm_np1_ba_med_5.mp4,181
dataset_root/hmdb51/shoot_ball/Finding_Forrester_3_shoot_ball_f_nm_np2_ba_med_5.mp4,175
dataset_root/hmdb51/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_4.mp4,186
dataset_root/hmdb51/shoot_bow/Fellowship_5_shoot_bow_h_cm_np1_fr_med_7.mp4,189
dataset_root/hmdb51/laugh/Skype_Laughter_Chain_laugh_h_cm_np1_fr_goo_14.mp4,215
dataset_root/hmdb51/climb/Jez__roof_climbing_in_Mile_End_climb_f_cm_np1_ba_med_0.mp4,194
dataset_root/hmdb51/walk/TheBoondockSaints_walk_u_cm_np2_fr_bad_106.mp4,181
dataset_root/hmdb51/sit/The_Fugitive_2_sit_f_cm_np1_fr_med_8.mp4,182
dataset_root/hmdb51/pick/Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np2_ba_med_2.mp4,174
dataset_root/hmdb51/push/Baby_Push_Cart_push_f_cm_np1_ri_bad_2.mp4,198
dataset_root/hmdb51/walk/SafeInPort_walk_f_nm_np1_ba_med_2.mp4,181
dataset_root/hmdb51/turn/SweeneyTodd_turn_h_nm_np1_ba_med_37.mp4,191
dataset_root/hmdb51/run/BLACK_HAWK_DOWN_run_l_nm_np1_ba_med_33.mp4,212
dataset_root/hmdb51/brush_hair/Prelinger_HabitPat1954_brush_hair_h_nm_np1_fr_med_26.mp4,216
dataset_root/hmdb51/sword_exercise/Highlander_Sword_School_wmv_sword_exercise_f_cm_np1_ba_bad_7.mp4,180
dataset_root/hmdb51/dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Finger_Pads_dribble_f_nm_np2_le_med_4.mp4,211
dataset_root/hmdb51/flic_flac/Billie_2007_p8_Boden_flic_flac_f_cm_np1_ri_bad_1.mp4,224
dataset_root/hmdb51/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_0.mp4,176
dataset_root/hmdb51/sword_exercise/Blade_Of_Fury_-_Scene_1_sword_exercise_f_nm_np1_fr_med_0.mp4,180
dataset_root/hmdb51/stand/SweeneyTodd_stand_f_nm_np1_fr_bad_24.mp4,208
dataset_root/hmdb51/punch/BoxingTipsHowtoMakeKnucklesStronger_punch_u_cm_np1_ri_goo_5.mp4,223
dataset_root/hmdb51/walk/SweeneyTodd_walk_f_cm_np1_fr_bad_0.mp4,181
dataset_root/hmdb51/swing_baseball/Faith_Rewarded_swing_baseball_f_nm_np1_ba_bad_50.mp4,187
dataset_root/hmdb51/turn/Veoh_Alpha_Dog_1_turn_u_nm_np1_ri_med_22.mp4,191
dataset_root/hmdb51/turn/WeddingCrashers_turn_h_nm_np1_fr_goo_18.mp4,191
dataset_root/hmdb51/talk/American_History_X_talk_u_nm_np1_fr_goo_21.mp4,202
dataset_root/hmdb51/dribble/PlayingBasketballGotWater_dribble_f_nm_np1_ba_med_7.mp4,211
dataset_root/hmdb51/smoke/smoking_1_smoke_h_cm_np1_ri_med_2.mp4,190
dataset_root/hmdb51/cartwheel/cartwheel_competition_43_year_old_vs__15_year_old_cartwheel_f_cm_np2_ri_med_0.mp4,214
dataset_root/hmdb51/shoot_ball/8yroldBasketballhighlight2006_shoot_ball_f_cm_np1_le_med_0.mp4,175
dataset_root/hmdb51/dive/Oberstrick_-_K_pfer_-_3m_dive_f_cm_np1_le_bad_0.mp4,200
dataset_root/hmdb51/walk/BIG_FISH_walk_f_nm_np1_fr_med_29.mp4,181
dataset_root/hmdb51/turn/Pirates_1_turn_h_nm_np1_ba_goo_5.mp4,191
dataset_root/hmdb51/situp/kettlebell_training_for_pack_ABS_-_workout_situp_f_nm_np1_le_goo_0.mp4,206
dataset_root/hmdb51/situp/How_to_Train_for_Boxing_-_Sit_Up_Techniques_for_Boxing_Training_situp_f_cm_np1_le_med_1.mp4,206
dataset_root/hmdb51/laugh/Chipmunk_Laugh_laugh_u_cm_np1_fr_med_2.mp4,215
dataset_root/hmdb51/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1.mp4,216
dataset_root/hmdb51/run/Hitch_Part_2_run_f_cm_np1_fr_med_8.mp4,212
dataset_root/hmdb51/drink/A_Beautiful_Mind_1_drink_u_nm_np1_ri_goo_6.mp4,213
dataset_root/hmdb51/fall_floor/TheBoondockSaints_fall_floor_f_nm_np1_fr_med_65.mp4,218
dataset_root/hmdb51/talk/Prelinger_FamilyLi1949_talk_u_nm_np1_fr_med_3.mp4,202
dataset_root/hmdb51/run/50_FIRST_DATES_run_f_nm_np1_ba_med_20.mp4,212
dataset_root/hmdb51/talk/prelinger_TowardEm1954_talk_h_nm_np1_le_goo_6.mp4,202
dataset_root/hmdb51/turn/UNREPEATABLE_turn_f_nm_np1_le_med_2.mp4,191
dataset_root/hmdb51/punch/Fellowship_7_punch_u_cm_np1_ba_med_13.mp4,223
dataset_root/hmdb51/flic_flac/Flick-flack_van_Yanniek_flic_flac_f_cm_np1_ri_med_0.mp4,224
dataset_root/hmdb51/sit/Prelinger_FamilyLi1949_sit_f_cm_np1_fr_med_0.mp4,182
dataset_root/hmdb51/punch/Two_Towers_6_punch_u_cm_np1_ri_med_6.mp4,223
dataset_root/hmdb51/shake_hands/Price_giving_ceremony_shake_hands_f_cm_np2_ba_bad_4.mp4,192
dataset_root/hmdb51/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_3.mp4,214
dataset_root/hmdb51/clap/The_Slow_Clap_clap_u_cm_np1_fr_bad_6.mp4,219
dataset_root/hmdb51/wave/Abschieds-winken_!!!!!!_Gruss_Guido_wave_u_cm_np1_fr_bad_0.mp4,210
dataset_root/hmdb51/chew/Scott_Can_t_Make_His_Bubblegum_Pop_chew_h_nm_np1_fr_med_2.mp4,205
dataset_root/hmdb51/walk/HP_PRISONER_OF_AZKABAN_walk_f_cm_np1_ri_med_2.mp4,181
dataset_root/hmdb51/dive/K_pfer_dive_f_cm_np1_fr_bad_0.mp4,200
dataset_root/hmdb51/sit/AMADEUS_sit_u_nm_np1_fr_med_4.mp4,182
dataset_root/hmdb51/situp/Timed_situps_1_minute_situp_f_nm_np1_ri_med_2.mp4,206
dataset_root/hmdb51/walk/Gossip1953256kb_walk_f_cm_np1_fr_med_1.mp4,181
dataset_root/hmdb51/pushup/Pushups_Workout__Push_Up_protein__Part_One_pushup_f_cm_np1_ri_bad_2.mp4,196
dataset_root/hmdb51/kick_ball/Wayne_Rooney_At_Home_Funny_Must_See_kick_ball_f_cm_np1_ba_med_6.mp4,186
dataset_root/hmdb51/ride_horse/Glory_ride_horse_f_nm_np4_fr_bad_0.mp4,203
dataset_root/hmdb51/kick_ball/Goal_1_&_2_kick_ball_f_cm_np1_fr_goo_2.mp4,186
dataset_root/hmdb51/pushup/Luke_s_Push_Up_Challenge_pushup_f_cm_np1_fr_goo_2.mp4,196
dataset_root/hmdb51/shoot_gun/Glory_shoot_gun_u_nm_np1_le_med_47.mp4,217
dataset_root/hmdb51/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_1.mp4,176
dataset_root/hmdb51/eat/American_History_X_eat_h_nm_np1_fr_goo_47.mp4,220
dataset_root/hmdb51/ride_horse/BackBreakingFun_ride_horse_f_cm_np1_le_med_2.mp4,203
dataset_root/hmdb51/chew/lol_im_so_weird___BLOWIN_BUBBLE_GUM__oops_i_burped_at_the_end_my_bad_lol_chew_h_cm_np1_le_med_1.mp4,205
dataset_root/hmdb51/wave/Maya_beim_Winken_wave_f_cm_np1_fr_med_1.mp4,210
dataset_root/hmdb51/kick_ball/likebeckam_kick_ball_f_nm_np1_fr_bad_13.mp4,186
dataset_root/hmdb51/smile/YouTube_smiles!_smile_h_nm_np1_fr_med_15.mp4,193
dataset_root/hmdb51/swing_baseball/Faith_Rewarded_swing_baseball_f_nm_np1_ba_med_41.mp4,187
dataset_root/hmdb51/turn/Juno_turn_u_cm_np1_ba_med_3.mp4,191
dataset_root/hmdb51/sword/Medieval_Times_Knights_Battle_Sword_Fight_sword_f_cm_np2_le_bad_0.mp4,221
dataset_root/hmdb51/pullup/20_good_form_pullups_pullup_f_nm_np1_ri_goo_0.mp4,184
dataset_root/hmdb51/sword_exercise/Krav_Maga_Self_Defense_Techniques_-_Forward_Stab_Defense_Move_for_Krav_Maga_sword_exercise_u_cm_np1_fr_bad_0.mp4,180
dataset_root/hmdb51/hit/KUNG_FU_HUSTLE_hit_u_nm_np1_fr_bad_17.mp4,197
dataset_root/hmdb51/run/KUNG_FU_HUSTLE_run_f_cm_np1_fr_med_26.mp4,212
dataset_root/hmdb51/pushup/100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_1.mp4,196
dataset_root/hmdb51/chew/Me_chewing_hubba_bubba_bubble_gum_chew_h_nm_np1_fr_bad_0.mp4,205
dataset_root/hmdb51/chew/Duble_Bubble_Gum_chew_h_cm_np1_fr_bad_0.mp4,205
dataset_root/hmdb51/drink/The_House_on_Haunted_Hill_drink_h_nm_np1_fr_goo_3.mp4,213
dataset_root/hmdb51/climb/DM_Sportklettern_2006-_Qualifikation_-_Andreas_Bindhammer_climb_f_cm_np1_ba_med_0.mp4,194
dataset_root/hmdb51/climb/Kletter-WM_2005-_Bouldern_Finale_Herren__Serik_Kazbekov_climb_f_cm_np1_ba_med_0.mp4,194
dataset_root/hmdb51/swing_baseball/Faith_Rewarded_swing_baseball_f_nm_np1_fr_bad_63.mp4,187
dataset_root/hmdb51/push/Cross_Pushing_Table_push_f_cm_np1_ri_bad_4.mp4,198
dataset_root/hmdb51/turn/The_Fugitive_2_turn_u_cm_np1_ba_med_11.mp4,191
dataset_root/hmdb51/punch/KUNG_FU_HUSTLE_punch_u_cm_np2_ri_med_31.mp4,223
dataset_root/hmdb51/draw_sword/Ukigumo_Kata_from_Hasegawa_Eishin_Ryu_draw_sword_f_nm_np1_fr_med_0.mp4,183
dataset_root/hmdb51/ride_horse/ChelseaLately-Chelsea_ride_horse_f_cm_np1_le_med_4.mp4,203
dataset_root/hmdb51/throw/Compilationknifethrowing_throw_u_nm_np1_ba_med_11.mp4,199
dataset_root/hmdb51/shoot_gun/fastestgunalive_shoot_gun_u_cm_np1_fr_med_2.mp4,217
dataset_root/hmdb51/run/IamLegend_run_f_nm_np1_fr_med_13.mp4,212
dataset_root/hmdb51/pour/Gaiwan_tea_ceremony_pour_u_cm_np1_fr_med_2.mp4,195
dataset_root/hmdb51/climb_stairs/TheBoondockSaints_climb_stairs_f_cm_np3_ba_med_125.mp4,201
dataset_root/hmdb51/fall_floor/Prelinger_ActYourA1949_fall_floor_f_nm_np1_ri_med_9.mp4,218
dataset_root/hmdb51/sit/The_Departed_-_Part_2_sit_u_nm_np1_fr_goo_1.mp4,182
dataset_root/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_12.mp4,175
dataset_root/hmdb51/pullup/Perfect_Pull_Up_-_How_To_Do_Pull_Ups_pullup_u_cm_np1_fr_goo_0.mp4,184
dataset_root/hmdb51/talk/Return_of_the_King_3_talk_h_nm_np1_fr_goo_2.mp4,202
dataset_root/hmdb51/clap/The_Slow_Clap_clap_u_nm_np1_fr_bad_27.mp4,219
dataset_root/hmdb51/stand/BIG_FISH_stand_f_cm_np1_fr_med_22.mp4,208
dataset_root/hmdb51/smoke/smoking_2_smoke_h_cm_np1_ba_goo_2.mp4,190
dataset_root/hmdb51/swing_baseball/Faith_Rewarded_swing_baseball_f_nm_np1_fr_bad_26.mp4,187
dataset_root/hmdb51/ride_bike/Tour_de_France_2003_-_Armstrong_attacks_Ullrich_after_Fall_ride_bike_f_cm_np1_ba_med_3.mp4,178
dataset_root/hmdb51/sit/AmericanGangster_sit_u_cm_np1_ba_bad_16.mp4,182
dataset_root/hmdb51/punch/THE_PROTECTOR_punch_u_cm_np1_fr_med_7.mp4,223
dataset_root/hmdb51/shake_hands/Paramotor_Worlds_2009-_Prize_Giving_Ceremony_shake_hands_f_cm_np2_ba_med_1.mp4,192
dataset_root/hmdb51/catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_3.mp4,176
dataset_root/hmdb51/kick_ball/Wayne_Rooney_At_Home_Funny_Must_See_kick_ball_f_cm_np1_le_bad_5.mp4,186
dataset_root/hmdb51/shake_hands/Bush_Shake_Hands_CNN_mov_shake_hands_u_cm_np4_le_med_1.mp4,192
dataset_root/hmdb51/run/The_Matrix_6_run_f_cm_np1_fr_med_2.mp4,212
dataset_root/hmdb51/shake_hands/40_Trofeo_S_A_R__Princesa_Sofia_Price_Giving_Ceremony_shake_hands_f_cm_np2_le_bad_2.mp4,192
dataset_root/hmdb51/golf/Evian_Masters_Junior_Cup_Highlights_2009_golf_f_nm_np1_ri_goo_3.mp4,207
dataset_root/hmdb51/walk/TheBoondockSaints_walk_f_cm_np2_fr_med_53.mp4,181
dataset_root/hmdb51/drink/TheBoondockSaints_drink_u_nm_np1_fr_med_80.mp4,213
dataset_root/hmdb51/stand/CharlieAndTheChocolateFactory_stand_f_nm_np1_ba_med_4.mp4,208
dataset_root/hmdb51/ride_bike/Fahrrad_fahren_mit_Albert_ride_bike_f_cm_np1_ba_med_0.mp4,178
dataset_root/hmdb51/ride_bike/Kraftwerk_-_Tour_de_france_1983_Alternative_video_ride_bike_f_cm_np1_le_med_7.mp4,178
dataset_root/hmdb51/pick/prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1.mp4,174
dataset_root/hmdb51/wave/Bush_Wave_vs__Obama_Wave_and_Which_Commander-in-chief_Salutes_the_Best__You_Decide_wave_u_cm_np1_fr_med_1.mp4,210
dataset_root/hmdb51/somersault/Boden_p8_somersault_f_cm_np1_ba_med_0.mp4,179
dataset_root/hmdb51/fencing/Scaramouche__1952_fencing_u_cm_np2_fr_goo_1.mp4,177
dataset_root/hmdb51/run/Faith_Rewarded_run_u_cm_np1_le_med_83.mp4,212
dataset_root/hmdb51/laugh/Skype_Laughter_Chain_laugh_h_cm_np1_fr_goo_13.mp4,215
dataset_root/hmdb51/run/AmericanGangster_run_u_cm_np1_ri_med_65.mp4,212
dataset_root/hmdb51/push/Alexander_pushing_the_table_push_f_cm_np1_ri_bad_3.mp4,198
dataset_root/hmdb51/run/LONGESTYARD_run_f_cm_np1_ri_med_26.mp4,212
dataset_root/hmdb51/kick_ball/Das_Wunder_von_Bern_(Deutschland_2002_2003)_kick_ball_f_cm_np1_fr_goo_2.mp4,186
dataset_root/hmdb51/stand/Shadow_of_a_Doubt_stand_u_cm_np1_fr_med_3.mp4,208
dataset_root/hmdb51/hug/Jay_Leno_-_17_years_of_Mel_Gibson_on_the_Tonight_Show_hug_u_cm_np2_le_med_1.mp4,222
dataset_root/hmdb51/pullup/20_Marine_Corps_Pull_Ups_-_JimmyDShea_pullup_f_cm_np1_ba_bad_3.mp4,184
dataset_root/hmdb51/stand/CastAway1_stand_f_nm_np1_le_med_24.mp4,208
dataset_root/hmdb51/pick/NH_gun_owners_react_to_detention_with_armed_litter_pickup_pick_u_cm_np1_ba_med_2.mp4,174
dataset_root/hmdb51/flic_flac/JOAKIN_(air_tricks_extreme)_flic_flac_f_cm_np1_ba_bad_2.mp4,224
dataset_root/hmdb51/turn/The_Fugitive_2_turn_h_cm_np1_ba_med_14.mp4,191
dataset_root/hmdb51/drink/TheLastManOnearth_drink_u_nm_np1_fr_goo_6.mp4,213
dataset_root/hmdb51/walk/20060723sfjffjewcy_walk_f_cm_np1_ba_med_2.mp4,181
dataset_root/hmdb51/ride_bike/1989_Tour_de_France_Final_Time_Trial_ride_bike_f_cm_np1_ba_med_2.mp4,178
dataset_root/hmdb51/stand/SchoolRulesHowTheyHelpUs_stand_u_nm_np1_fr_med_1.mp4,208
dataset_root/hmdb51/ride_horse/ChikiMovie_ride_horse_f_cm_np1_ri_med_2.mp4,203
dataset_root/hmdb51/sword/RETURN_OF_THE_KING_sword_u_nm_np1_fr_bad_42.mp4,221
dataset_root/hmdb51/shake_hands/Emma_2008_Eurofinals_-_prize_giving_ceremony_Team_Pioneer_members_divx_shake_hands_f_cm_np2_fr_med_7.mp4,192
dataset_root/hmdb51/push/Dodge_Truck_Push_80_ft__23_seconds!_push_f_cm_np1_le_bad_2.mp4,198
dataset_root/hmdb51/throw/Return_of_the_King_12_throw_f_nm_np1_fr_med_0.mp4,199
dataset_root/hmdb51/sit/SweeneyTodd_sit_u_cm_np1_fr_med_14.mp4,182
dataset_root/hmdb51/shoot_gun/Todd_Jarrett_on_pistol_shooting_shoot_gun_u_nm_np1_fr_med_0.mp4,217
dataset_root/hmdb51/punch/Two_Towers_6_punch_h_nm_np1_fr_med_10.mp4,223
dataset_root/hmdb51/turn/LONGESTYARD_turn_u_nm_np1_ba_med_11.mp4,191
dataset_root/hmdb51/sit/A_Beautiful_Mind_3_sit_f_cm_np1_le_med_4.mp4,182
dataset_root/hmdb51/run/RETURN_OF_THE_KING_run_f_cm_np1_fr_bad_32.mp4,212
